"","Razo Social","NomeDeFantasia","logradouro","Bairro","Telefone","lat","lon","TipoDaUnidade","TipoDeEstablecimento"
"114","LAZAROFF BUCHNER & GONCALVES SERVICOS OFTALMOLOGICOS LTDA","AMERICAS OFTALMO CENTER","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","24961161",-23.0038509,-43.3217863,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"115","AMERICLIN LTDA","AMERICLIN","RUA DO BISPO","RIO COMPRIDO","(21)21114664",-22.9241935,-43.2121973,"5","HOSPITAL GERAL"
"116","AMESS ASSISTENCIA MEDICA SAO SEBASTIAO LTDA","AMESS ASSISTENCIA MEDICA SAO SEBASTIAO","RUA DO ARROZ","PENHA","25844497",-22.8197923,-43.2782071,"22","CONSULTORIO ISOLADO"
"117","AMIG ASSOCIACAO MEDICA IGUATEMI LTDA","AMIG ASSOCIACAO MEDICA IGUATEM","RUA BARAO DE SAO FRANCISCO","VILA ISABEL","21 25772119",-22.9183878,-43.2509939,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"118","ASSISTENCIA MEDICO PEDIATRICA DE URGENCIA LTDA","AMIU - JACAREPAGUA","ESTRADA DOS TRES RIOS","JACAREPAGUA","2104-0705",-22.9270248,-43.3179467,"7","HOSPITAL ESPECIALIZADO"
"119","CASA DE SAUDE E ASSISTENCIA MEDICA INFANTIL DE URGENCIA LTDA","AMIU- BOTAFOGO","RUA MUNIZ BARRETO","BOTAFOGO","21036464",-22.9459725,-43.1841817,"7","HOSPITAL ESPECIALIZADO"
"120","AMO SERVICOS MEDICOS LTDA","AMO ULTRA SOM","PRACA DA FE","BANGU","33310636",-22.8815762,-43.4652022,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"121","AMOT ASSISTENCIA MEDICA ORTOPEDICA TRAUMATOLOGICA E FISIATR","AMOT ASSISTENCIA MEDICA ORTOPEDICA TRAUMATOLOGICA E FISIATR","RUA CONDE DE BONFIM","TIJUCA","(21)25775853",-22.9247985,-43.233449,"22","CONSULTORIO ISOLADO"
"122","AMR ASSISTENCIA MEDICA AO RENAL LTDA","AMR","RUA BOM PASTOR","TIJUCA","(21)25693938",-22.9296076,-43.2319361,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"123","AMUR ATENDIMENTOS MEDICOS DE URGENCIA LTDA","AMUR ATENDIMENTOS","RUA SOROCABA","BOTAFOGO","25271290",-22.9540985,-43.1894147,"22","CONSULTORIO ISOLADO"
"124","ANA BARBOSA & PATRICIA BALECH SERVICOS MEDICOS","ANA BARBOSA & PATRICIA BALECH SERVICOS MEDICOS","ESTRADA DOS TRES RIOS","FREGUESIA","21 2436-0471",-22.9301516,-43.3224071,"22","CONSULTORIO ISOLADO"
"125","ANA CRISTINA DA SILVA ALMEIDA","ANA CRISTINA DA SILVA ALMEIDA FISIOTERAPIA","RUA GENERAL ROCA","TIJUCA","32346747",-22.923505,-43.2351274,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"126","ANA CRISTINA DA SILVA PINTO","ANA CRISTINA DA SILVA PINTO","RUA CONDE DE BONFIM","TIJUCA","22880903",-22.9251658,-43.2337784,"22","CONSULTORIO ISOLADO"
"127","ANA CRSITINA ENGELKE ABRANTES","ANA CRISTINA ENGELKE ABRANTES","RUA DIAS DA CRUZ","MEIER","36846116",-22.9026018,-43.2812587,"22","CONSULTORIO ISOLADO"
"128","ANA LUISA DE BRITO MACDOWELL","ANA LUISA MACDOWELL - ENDOCLINOLOGISTA","RUA BARATA RIBEIRO","COPACABANA","2255-5896",-22.9685947,-43.185492,"22","CONSULTORIO ISOLADO"
"129","ANA LUIZA AGUIAR MARQUES DE REZENDE DEMATOLOGISTA","ANA LUIZA AGUIAR MARQUES DE REZENDE DEMATOLOGISTA","RUA VISCONDE DE PIRAJA","IPANEMA","2125292400",-22.9837647,-43.2134386,"22","CONSULTORIO ISOLADO"
"130","ANA PAULA IGLESIAS GOMES DE MATTOS","ANA PAULA IGLESIAS GOMES DE MATTOS","RUA VIUVA DANTAS","CAMPO GRANDE","3394-4451",-22.9033139,-43.5570527,"22","CONSULTORIO ISOLADO"
"131","ANA PAULA PEREIRA SANTOS ODONTOLOGICA MEDICA LTDA ME","ANA PAULA PEREIRA SANTOS ODONTOLOGICA MEDICA","ESTRADA DO PORTELA","MADUREIRA","24525971",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"132","ANA PAULA TAVARES DE SOUZA","ANA PAULA TAVARES DE SOUZA","RUA DOUTOR PACHE DE FARIA","MEIER","21 32877728",-22.9036687,-43.2771509,"22","CONSULTORIO ISOLADO"
"133","ANA VALERIA ASSISTENCIA MEDICA LTDA","ANA VALERIA ASSISTENCIA MEDICA","AVENIDA MERITI","VILA DA PENHA","33516005",-22.8389258,-43.3114581,"22","CONSULTORIO ISOLADO"
"134","ANA VALERIA DI PALMA CORDOVIL","ANA VALERIA DI PALMA CORDOVIL","PRACA SAENS PENA","TIJUCA","22840090",-22.9242678,-43.2319695,"22","CONSULTORIO ISOLADO"
"135","ANATOMIA PATOLOGICA JORGE HENRIQUE LTDA","ANATOMIA PATOLOGICA JORGE HENRIQUE","RUA ALMIRANTE PEREIRA GUIMARAES","LEBLON","(21)22592643",-22.9840818,-43.2167741,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"136","ANATOMICAL LAB ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA.","ANATOMICAL LAB","AVENIDA NOSSA SENHORA DE COPACABANA","COPACABANA","22363574",-22.9708675,-43.1866895,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"137","ANDE - NUCLEO DE ANSIEDADE E DEPRESSAO LTDA","ANDE - NUCLEO DE ANSIEDADE E DEPRESSAO","AV. DAS AMERICAS","BARRA DA TIJUCA","25182534",-22.9996874,-43.3485302,"22","CONSULTORIO ISOLADO"
"138","ANDRADE ZEQUE CLINICAS ASSOCIADAS LTDA","ANDRADE ZEQUE CLINICAS ASSOCIADAS","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2131503264",-23.0010245,-43.3859292,"22","CONSULTORIO ISOLADO"
"139","ANDRE COSTA LEITE","ANDRE COSTA LEITE","RUA MEXICO","CENTRO","2220 7323",-22.9115121,-43.1743601,"22","CONSULTORIO ISOLADO"
"140","ANDRE VINICIUS MENDES BRANDAO","ANDRE VINICIUS MENDES BRANDAO","AVN ALFREDO BALTHAZAR DA SILVEIRA","RECREIO DOS BANDEIRANTES","21 3413-0285",-23.0107988,-43.4423273,"22","CONSULTORIO ISOLADO"
"141","ANDREA BRANCO PIZARRO FONSECA","ANDREA BRANCO PIZARRO FONSECA","RUA HILARIO DE GOUVEIA","COPACABANA","88858933",-22.9683691,-43.1838627,"22","CONSULTORIO ISOLADO"
"142","ANDREA CANEIRO DE LIMA ROCHA FERNANDEZ POUSA","ANDREA CARNEIRO","AV. EVANDRO LINS E SILVA","BARRA DA TIJUCA","21782462",-23.0039667,-43.3260462,"22","CONSULTORIO ISOLADO"
"143","ANDREA MORAIS DE MENESES","ANDREA MORAIS DE MENESES","ESTRADA DO PORTELA","MADUREIRA","24502292",-22.8726776,-43.3389441,"22","CONSULTORIO ISOLADO"
"144","ANDREA PINHEIRO OLIVEIRA MATTOS","ANDREA PINHEIRO OLIVEIRA MATTOS","AV. ARMANDO LOMBARDI","BARRA DA TIJUCA","24921281",-23.0068889,-43.3133229,"22","CONSULTORIO ISOLADO"
"145","ANGELA ESSINGER DE NORONHA","ANGELA ESSINGER DE NORONHA","RUA AFONSO PENA","TIJUCA","25693105",-22.9202174,-43.2176277,"22","CONSULTORIO ISOLADO"
"146","ANGELA MARIA COUTO VARGAS TEJADA","ANGELA MARIA COUTO VARGAS TEJADA","RUA SETE DE SETEMBRO","CENTRO","22426240",-22.9054805,-43.1784439,"22","CONSULTORIO ISOLADO"
"147","ANGIO - CLINICA DRA ABINADER LTDA","ANGIO - CLINICA DRA ABINADER","RUA DR. PEREIRA DOS SANTOS","TIJUCA","21- 3077-2121",-22.9254977,-43.2334094,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"148","ANGIO CARE CLINICA VASCULAR LTDA","ANGIO CARE CLINICA VASCULAR","RUA CONDE DE BONFIM","TIJUCA","81277187",-22.9249341,-43.2250726,"22","CONSULTORIO ISOLADO"
"149","ANGIO COPA CONSULTORIOS DE CIRURGIA VASCULARES E ANGIOLOGIA","ANGIO COPA CONSULTORIOS DE CIRURGIA VASCULARES E ANGIOLOGIA","RUA SERQUEIRA CAMPOS","COPACABANA","2236-2281",-22.9646697,-43.1906277,"22","CONSULTORIO ISOLADO"
"150","ANGIO MED ASSISTENCIA MEDICA LTDA","ANGIO MED ASSISTENCIA MEDICA","ESTRADA DO PORTELA","MADUREIRA","22616145",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"151","AFR SERVICOS MEDICOS LTDA","ANGIO RIO","ESTRADA DOS TRES RIOS","FREGUESIA","24438507",-22.939276,-43.341735,"22","CONSULTORIO ISOLADO"
"152","ANGIO VASCULAR RIO - CLIN DE ANGIO E CIR VASC DO RJ LTDA","ANGIO VASCULAR RIO","RUA CONDE DE BONFIM","TIJUCA","25681456",-22.9249656,-43.2254555,"22","CONSULTORIO ISOLADO"
"153","ANGIO VITOR SERVICOS MEDICOS LTDA.","ANGIO VITOR SERVICOS MEDICOS","RUA CAROLINA MACHADO","MADUREIRA","30187664",-22.8750519,-43.3398948,"22","CONSULTORIO ISOLADO"
"154","ANGIODERMA CLINICA DE SAUDE","ANGIODERMA","RUA CORONEL AGOSTINHO","CAMPO GRANDE","33949488",-22.9046629,-43.5595455,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"155","ANGIOLIFE SERVICOS MEDICOS LTDA","ANGIOLIFE","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","21 2246-9147",-22.9557188,-43.196207,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"156","ANGIOLIFE SERVICOS MEDICOS LTDA","ANGIOLIFE SERVICOS MEDICOS","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2408-0576",-23.000374,-43.3540398,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"157","ANGIOMED - CENTRO DE TRATAMENTO DE DOENCAS DA CIRCULACAO S/S","ANGIOMED - CENTRO DE TRATAMENTO DE DOENCAS DA CIRCULACAO S/S","AVENIDA VICENTE DE CARVALHO","VILA DA PENHA","(21)3013-5156",-22.8472933,-43.3051542,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"158","CLINICA MATTE PREUSSLER LTDA","ANGIOMEDY","RUA URUGUAIANA","CENTRO","2125097282",-22.9042382,-43.1799268,"22","CONSULTORIO ISOLADO"
"159","MA LUCIA MACACIEL SERVICOS MEDICOS LTDA","ANGIOMEIER SERVICOS MEDICOS","RUA SILVA RABELO","MEIER","25918787",-22.9015456,-43.2795371,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"160","ANGIONEO SC LTDA","ANGIONEO DR ATILA","AV. NOSSA SENHORA DE COPACABANA","COPACABANA","25212043",-22.9773703,-43.1906136,"22","CONSULTORIO ISOLADO"
"161","ANGIOSERVICE CENTRO DE ANGIO CIRUR E VASC E ENDOVAS LTDA","ANGIOSERVICE CENTRO DE ANGIO CIRUR E VASC E ENDOVAS","RUA MONSEN ALVES ROCHA","PENHA","021-2220-1414",-22.8419259,-43.2756148,"22","CONSULTORIO ISOLADO"
"162","ANGIOTECH SERVICOS MEDICOS LTDA EPP","ANGIOTECH SERVICOS MEDICOS","RUA ENGENHEIRO TRINDADE","CAMPO GRANDE","2177723434",-22.9026783,-43.5612808,"22","CONSULTORIO ISOLADO"
"163","ANGIOVASC CLINICA MEDICA LTDA","ANGIOVASC CLINICA MEDICA","ESTRADA DOS TRES RIOS","FREGUESIA","3435-0232",-22.939276,-43.341735,"22","CONSULTORIO ISOLADO"
"164","ANGIOVITA SERVICOS MEDICOS LTDA","ANGIOVITA SERVICOS MEDICOS","AV. DAS AMERICAS","BARRA DA TIJUCA","",-22.9997316,-43.3450278,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"165","ANGIOVITA SERVICOS MEDICOS LTDA","ANGIOVITA SERVICOS MEDICOS TIJUCA","RUA MOURA BRITO","TIJUCA","(21)33321473",-22.9252773,-43.2271449,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"166","ANNA CELIA HARMNEDANI PEREIRA CALDAS","ANNA CELIA HARMNEDANI PEREIRA CALDAS","AV DOM HELDER CAMARA","TODOS OS SANTOS","2132965209",-22.8877775,-43.2849872,"22","CONSULTORIO ISOLADO"
"167","ANNIMA FISIOTERAPIA LTDA","ANNIMA FISIOTERAPIA","RUA VISCONDE DE INHAUMA","CENTRO","25526383",-22.8995106,-43.1783804,"22","CONSULTORIO ISOLADO"
"168","ANPARE CLINICA PEDIATRICA LTDA.","ANPARE CLINICA PEDIATRICA - URGE BABY","RUA QUITO","PENHA","2125608518",-22.8398105,-43.2725141,"62","HOSPITAL/DIA - ISOLADO"
"169","ANTELO & SA EARP DERMATOLOGIA LTDA.","ANTELO & SA EARP DERMATOLOGIA","RUA VISCONDE DE PIRAJA","IPANEMA","",-22.9836972,-43.2142111,"22","CONSULTORIO ISOLADO"
"170","ANTICORPOS CENTRO DE TRATAMENTO DE ALERGIA LTDA","ANTICORPUS ALERGIA E IMUNOLOGIA","R DIAS DA CRUZ","MEIER","2138995415",-22.9033399,-43.2827293,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"171","ANTONIO CARLOS DE CASTRO FREITAS","ANTONIO CARLOS DE CASTRO FREITAS","RUA URUGUAIANA","CENTRO","22213194",-22.9050075,-43.1797197,"22","CONSULTORIO ISOLADO"
"172","ANTONIO CARLOS TEIXEIRA","ANTONIO CARLOS TEIXEIRA","AVN CESARIO DE MELO","CAMPO GRANDE","24162649",-22.9070849,-43.5749731,"22","CONSULTORIO ISOLADO"
"173","OFTALCLIN DR ANTONIO LOBO LTDA","ANTONIO LOBO CIRURGIA OCULAR TIJUCA","PRACA PROFESSOR PINHEIRO GUIMARAES","TIJUCA","38726161",-22.9390162,-43.2485435,"62","HOSPITAL/DIA - ISOLADO"
"174","ANTONIO TADEU JAZBIK","ANTONIO TADEU JAZBIK","BLV VINTE E OITO DE SETEMBRO","VILA ISABEL","2122529192",-22.913851,-43.2366065,"22","CONSULTORIO ISOLADO"
"175","ANTONIO VILARDO CLINICA MEDICA LTDA","ANTONIO VILARDO CLINICA MEDICA","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","(21)25381976",-22.9558042,-43.1963851,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"176","AP SERVICOS DE REABILITACAO SOCIEDADE SIMPLES LTDA","AP SERVICOS DE REABILITACAO SOCIEDADE SIMPLES","RUA VISCONDE DE PIRAJA","IPANEMA","",-22.9837647,-43.2134386,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"177","ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPECIONAIS","APAE RIO","RUA BOM PASTOR","TIJUCA","39788880",-22.9296565,-43.2319944,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"178","APE CLINICA MEDICA","APE CLINICA MEDICA","RUA DOIS DE DEZEMBRO","FLAMENGO","30731414",-22.9298906,-43.175864,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"179","APELLE CLINICA MEDICA LTDA","APELLE CLINICA MEDICA - GDL","RUA MARCOS DE MACEDO","GUADALUPE","31071070",-22.8378994,-43.3797163,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"180","CLINICA CANDAU LTDA","APOIO MEDICO - BARRA 1","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2233-8206",-22.9998142,-43.3496509,"22","CONSULTORIO ISOLADO"
"181","CLINICA CANDAU LTDA","APOIO MEDICO - BARRA 2","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2259-7598",-23.002878,-43.3256486,"22","CONSULTORIO ISOLADO"
"182","CLINICA CANDAU LTDA","APOIO MEDICO - IPANEMA","RUA VISCONDE DE PIRAJA","IPANEMA","2233-8206",-22.9836972,-43.2142111,"22","CONSULTORIO ISOLADO"
"183","AR SERVICOS MEDICOS LTDA","AR SERVICOS MEDICOS","RUA CANNING","IPANEMA","(21)25230014",-22.9858837,-43.1942841,"22","CONSULTORIO ISOLADO"
"184","ARB RIO ATENDIMENTO AO RESPIRADOR BUCAL LTDA","ARB RIO ATENDIMENTO AO RESPIRADOR BUCAL","AVENIDA DAS AMERICAS","RECREIO DOS BANDEIRANTES","2122349995",-23.016078,-43.516558,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"185","AROEIRA EMPREENDIMENTOS ODONTOLOGICOS LTDA","AROEIRAS ODONTOLOGIA INTEGRADA","RUA SENADOR DANTAS","CENTRO","(21) 2262-9420",-22.9108143,-43.1771228,"22","CONSULTORIO ISOLADO"
"186","ARRUDA & CAMPELLO SERVICOS MEDICOS","ARRUDA & CAMPELLO","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","20251369",-23.0061581,-43.4331476,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"187","ARS-ENDOSCOPIA RESPIRATORIA PEDIATRICA LTDA","ARS-ENDOSCOPIA RESPIRATORIA PEDIATRICA","AV DAS AMERICAS","BARRA DA TIJUCA","22010392",-22.9701619,-43.6290328,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"188","ART ASSISTENCIA RENAL TOTAL LTDA","ART ASSISTENCIA RENAL TOTAL","AV GENERAL GUEDES DA FONTOURA","BARRA DA TIJUCA","24935338",-23.0124734,-43.3073975,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"189","ART IN DENT LTDA ME","ART IN DENT","AV. DAS AMERICAS","BARRA DA TIJUCA","(21) 25114113",-23.0004416,-43.3479202,"22","CONSULTORIO ISOLADO"
"190","ART ORTODONTIA CONSULTORIO LTDA","ART ORTODONTIA","AV MINISTRO ARY FRANCO","BANGU","21 3331-0515",-22.874029,-43.4649426,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"191","ARTERAPIA FISIOTERAPEUTAS ASSOCIADOS LTDA","ARTERAPIA FISIOTERAPEUTAS ASSOCIADOS","AVENIDA MARCANA","TIJUCA","21 25678642",-22.9287595,-43.2402542,"22","CONSULTORIO ISOLADO"
"192","ARTHROS PREVENCAO NO ESPORTE E FISIOTERAPIA LTDA EPP","ARTHROS PREVENCAO NO ESPORTE E FISIOTERAPIA","RUA VISCONDE PIRAJA","IPANEMA","",-22.9836972,-43.2142111,"22","CONSULTORIO ISOLADO"
"193","ARTHUR FERREIRA DA SILVA ROSAS","ARTHUR FERREIRA DA SILVA ROSAS","AVN RIO BRANCO","CENTRO","21 2240-7495",-22.9059583,-43.1773198,"22","CONSULTORIO ISOLADO"
"194","INSTITUTO DE OLHOS BUENOS AIRES LTDA","ARTHUR MARANHAO NETO - OLHOS","RUA BUENOS AIRES","CENTRO","22241401",-22.9045252,-43.1834711,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"195","ARTROTEC CLINICA DO MOVIMENTO LTDA.","ARTROTEC CLINICA DO MOVIMENTO","RUA MOURA BRITO","TIJUCA","",-22.9255326,-43.2272531,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"196","ASSOCIACAO DE SOLIDARIEDADE A CRIANCA EXCEPCIONAL","ASCE ASSOCIACAO DE SOLIDARIEDADE A CRIANCA EXCEPCIONAL","RUA UARUMA","HIGIENOPOLIS","22099421 / 22099426",-22.8775948,-43.2619364,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"197","ASM SAUDE VISUAL BANGU LTDA","ASM SAUDE VISUAL","RUA FRANCISCO REAL","BANGU","021-24015451",-22.8795896,-43.4642006,"22","CONSULTORIO ISOLADO"
"198","GRUPO HOSPITALAR DO RIO DE JANEIRO","ASSIM ASSISTENCIA MEDICA","AVENIDA PRESIDENTE VARGAS","CENTRO","21 2102 4611",-22.9028446,-43.1847564,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"199","ASSIST IMUNE ASSISTENCIA MEDICA AO IND. IMUNO DEPRIMIDO LTDA","ASSIST IMUNE","AVENIDA NOSSA SENHORA DE COPACABANA","COPACABANA","25471324/22350638",-22.971328,-43.1870552,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"200","ASSISTENCIA A MULHER DIAGNOSTICO E TRATAMENTO LTDA","ASSISTENCIA A MULHER DIAGNOSTICO E TRATAMENTO","AVENIDA GEREMARIO DANTAS","JACAREPAGUA","24562081",-22.9392656,-43.3441816,"22","CONSULTORIO ISOLADO"
"201","ASSISTENCIA MEDICA ESPECIALIZADA LTDA","ASSISTENCIA MEDICA ESPECIALIZADA","RUA SILVA RABELO","MEIER","(21)25956132",-22.9008843,-43.2803622,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"202","ASSISTENCIA MEDICA LUIZ GIORELLI LTDA","ASSISTENCIA MEDICA LUIZ GIORELLI","RUA SIQUEIRA CAMPOS","COPACABANA","(21)22354855",-22.9686901,-43.1848969,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"203","NESTI MALAFAIA ASSISTENCIA MEDICA LTDA","ASSISTENCIA MEDICA NESTI MALAFAIA","RUA DOUTOR CAETANO DE FARIA CASTRO","CAMPO GRANDE","24153533",-22.9041047,-43.5573345,"22","CONSULTORIO ISOLADO"
"204","VIVA CORDIS ASSISTENCIA MEDICA LTDA","ASSISTENCIA MEDICA VIVA CORDIS","AV CESARIO DE MELO","CAMPO GRANDE","2124153533",-22.9054133,-43.5577163,"22","CONSULTORIO ISOLADO"
"205","INSTITUTO METODISTA DE ACAO SOCIAL CHAPEU MANGUEIRA","ASSOCIACAO AMIGOS DE CHAPEU MANGUEIRA","RUA DR VITORINO","LEME","( )22445082",-22.8955843,-43.3025243,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"206","ASSOCIACAO AMOR E VIDA","ASSOCIACAO AMOR E VIDA","ESTRADA DE SEPETIBA","SANTA CRUZ","21-33329332",-22.9399926,-43.6739452,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"207","ASSOCIACAO DE APOIO A TERCEIRA IDADE","ASSOCIACAO DE APOIO A TERCEIRA IDADE - CENTRO","RUA BUENOS AIRES","CENTRO","(21)2509 0033",-22.9044316,-43.1830804,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"208","ASSOCIACAO DE APOIO A TERCEIRA IDADE","ASSOCIACAO DE APOIO A TERCEIRA IDADE - TIJUCA 1","RUA CONDE DE BONFIM","TIJUCA","(21)2509 0033",-22.9240306,-43.2325491,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"209","ASSOCIACAO DE APOIO A TERCEIRA IDADE","ASSOCIACAO DE APOIO A TERCEIRA IDADE - TIJUCA 2","RUA CONDE DE BONFIM","TIJUCA","(21)2509 0033",-22.9240306,-43.2325491,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"210","ASSOCIACAO DOS EMPREGADOS NO COMERCIO DO RIO DE JANEIRO","ASSOCIACAO DOS EMPREGADOS NO COMERCIO DO RIO DE JANEIRO","AVENIDA RIO BRANCO","CENTRO","25094171",-22.9045783,-43.1778501,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"211","ASSOCIADOS OFTALMOLOGICOS DA ZONA OESTE LTDA","ASSOCIADOS OFTALMOLOGICOS DA ZONA OESTE","RUA JAGUARUNA","CAMPO GRANDE","24155374",-22.8985092,-43.5607983,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"212","ASTRID GRACIA SERVICOS DE ODONTOLOGIA LTDA","ASTRID GRACIA ODONTOLOGIA","RUA VOLUNTARIO DA PATRIA","BOTAFOGO","25375552",-22.9526989,-43.1883571,"22","CONSULTORIO ISOLADO"
"213","ATB - ORTOPEDIA E TRAUMATOLOGIA LTDA - ME","ATB - ORTOPEDIA E TRAUMATOLOGIA","AVENIDA EVANDRO LINS E SILVA","BARRA DA TIJUCA","2215-4433",-23.0039667,-43.3260462,"22","CONSULTORIO ISOLADO"
"214","ATELIE ESPACO TERAPEUTICO SERV DE PSICO E SAUDE MENTAL LTDA","ATELIE ESPACO TERAPEUTICO SERV DE PSICO E SAUDE MENTAL","RUA JARDIM BOTANICO","JARDIM BOTANICO","27567900",-22.9651086,-43.2183353,"22","CONSULTORIO ISOLADO"
"215","ATEND-TRAUMA IPANEMA CLINICA ORTOPEDICA LTDA","ATEND TRAUMA","RUA VISCONDE DE PIRAJA","IPANEMA","(21)25232525",-22.9841811,-43.2038135,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"216","ATENDIMENTO PSICOLOGICO LILIAN GOES DO ESPIRITO SANTO LTDA","ATENDIMENTO PSICOLOGICO LILIAN GOES DO ESPIRITO SANTO","AVENIDA DAS AMERICAS","RECREIO DOS BANDEIRANTES","38906654",-23.0160743,-43.5165725,"22","CONSULTORIO ISOLADO"
"217","ATENDO PARTICIPACOES E SERVICOS MEDICOS LTDA","ATENDO","RUA INDIANA","COSME VELHO","(21)32352300",-22.9399633,-43.2059047,"7","HOSPITAL ESPECIALIZADO"
"218","CENTRO CLINICO DO MEIER LTDA","ATIVIDADE MEDICA AMBULATORIAL","RUA JOSE VERISSIMO","MEIER","2597.8229",-22.9043791,-43.2849437,"22","CONSULTORIO ISOLADO"
"219","XATM CLINICA ODONTOLOGICA LTDA","ATM CENTRO ODONTOLOGICO","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","24083333",-23.0005242,-43.3529783,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"220","ATOCAM ASSISTENCIA TRAUMATO ORTOPEDICA CARLOS A MACHADO LTDA","ATOCAM ASSISTENCIA TRAUMATO ORTOPEDICA CARLOS A MACHADO","AV TREZE DE MAIO","CENTRO","(21)22209700",-22.9091558,-43.1771106,"22","CONSULTORIO ISOLADO"
"221","AUD-RRIO CLINICA MEDICA E SERVICOS DE AUDIOLOGIA LTDA","AUD-RIO","RUA BARAO DO FLAMENGO","FLAMENGO","25561564",-22.9330929,-43.1753655,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"222","AUDIOCLINICA DO RIO DE JANEIRO LTDA","AUDIOCLINICA","AV PRES VARGAS","CENTRO","(21)25960430",-22.9027285,-43.1844153,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"223","AUGUSTO CESAR ALBUQUERQUE MONTEIRO","AUGUSTO CESAR ALBUQUERQUE MONTEIRO","RUA VIUVA DANTAS","CAMPO GRANDE","2124163079",-22.9013816,-43.5502173,"22","CONSULTORIO ISOLADO"
"224","AURELIO BOTTINO SERVICOS MEDICOS LTDA","AURELIO BOTTINO SERVICOS MEDICOS","RUA MEDINA","MEIER","25930698",-22.9002456,-43.2814044,"22","CONSULTORIO ISOLADO"
"225","AV ASSISTENCIA CLINICO CIRURGICA VASCULAR LTDA","AV VASCULAR","PRACA SAENS PENA","TIJUCA","25692439",-22.9242678,-43.2319695,"22","CONSULTORIO ISOLADO"
"226","AVBR-CLINICA ODONTOLOGICA LTDA","AVBR-CLINICA ODONTOLOGICA","RUA DA ASSEMBLEIA","CENTRO","22153937",-22.9056643,-43.1770643,"22","CONSULTORIO ISOLADO"
"227","AVELINO MENDES GUIMARAES","AVELINO MENDES GUIMARAES","RUA CONSTANCA BARBOSA","MEIER","21 2592-0449",-22.901512,-43.2811013,"22","CONSULTORIO ISOLADO"
"228","AXON CLINICA NEUROLOGICA LTDA","AXON CLINICA NEUROLOGICA","RUA VISCONDE DE SILVA","BOTAFOGO","22634433",-22.9572557,-43.1936827,"22","CONSULTORIO ISOLADO"
