CNES,Razão Social,Nome de Fantasia,Logradouro,Número,Complemento,Bairro,CEP,Telefone,lat,lon,Código Esfera Administrativa,Esfera Administrativa,Código Da Atividade,Atividade De Ensino,Código Da Natureza Organização,Natureza Da Organização,Tipo Da Unidade,Tipo De Estabelecimento
7183682,ALERGO AR CONS. MED. DE TRAT. DE ALERGIA E RESPIRACAO S/S.,ALERGO AR BARRA DA TIJUCA,AV. ARMANDO LOMBARDI,1000,BLOCO 2 - SLS 140/1,BARRA DA TIJUCA,22640000,21 2491-2860,-23.006141,-43.3148958,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6367577,ALERGO AR CONS. MED. DE TRAT. DE ALERGIA E RESPIRACAO S/S.,ALERGO AR CENTRO,RUA SETE DE SETEMBRO,92,SALAS 905 A 908,CENTRO,20050005,(21) 3515-0800,-22.9052205,-43.1782938,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6367607,ALERGO AR CONS. MED. DE TRAT. DE ALERGIA E RESPIRACAO S/S.,ALERGO AR MADUREIRA,ESTRADA DO PORTELA,99,SLS 1101 A 1103/29-3,MADUREIRA,21351050,21 3359-4384,-22.8726776,-43.3389441,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3541215,ALERGO AR CONS. MED. DE TRAT. DE ALEGIA E RESPIRACAO S/S.,ALERGO AR TIJUCA,RUA DESEMBARGADOR ISIDRO,22,LOJA B,TIJUCA,20521160,21 3515-0800,-22.9261397,-43.2329287,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3184455,DIAS DA GAMA SERVICOS MEDICOS,ALERGOBARRA,AV DAS AMERICAS,700,BL 6 SL 144,BARRA DA TIJUCA,22640100,(21)21327870,-23.0038509,-43.3217863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3333825,CENTRO DE AVALIACAO DE ALERGIA E IMUNOLOGIA LTDA,ALERGOCARE,RUA SENADOR DANTAS,71,SALA 1104,CENTRO,20031202,22402054,-22.9103645,-43.1773863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6616496,ALERGOMED SERVICOS MEDICOS LTDA,ALERGOMED,AVENIDA DAS AMERICAS,500,BLOCO 4 SALA 320,BARRA DA TIJUCA,22640100,31713171,-22.9998142,-43.3496509,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7086946,ALERGOMED SERVICOS MEDICOS LTDA,ALERGOMED SERVICOS MEDICOS,AV. DAS AMERICAS,4801,SALA 238,BARRA DA TIJUCA,22631004,24301598,-23.000281,-43.3615336,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7249780,ALESSANDRA SCHIAPPACASSA,ALESSANDRA SCHIAPPACASSA,ESTRADA DE JACAREPAGUA,7221,SALA 320,FREGUESIA,22755150,21 2430-0171,-22.9435262,-43.3405977,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7385250,ALESSANDRO DOMINGUEZ GARCIA,ALESSANDRO DOMINGUEZ GARCIA,AVN NOSSA SENHORA DE COPACABANA,782,SL 303,COPACABANA,22050002,21 3495-5990,-22.9728725,-43.1882107,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7341814,ALESSANDRO DOMINGUEZ GARCIA,ALESSANDRO DOMINGUEZ GARCIA,AVN NOSSA SENHORA DE COPACABANA,605,SALA 1009 1010,COPACABANA,22060001,2236-1135,-22.9690994,-43.1846132,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7268963,ALEXANDRA DE GOUVEA VIANNA,ALEXANDRA DE GOUVEA VIANNA,RUA GAL VENANCIO FLORES,157,SL 402,LEBLON,22441090,21460288,-22.9857677,-43.2248231,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,10,SERVICO SOCIAL AUTONOMO,22,CONSULTORIO ISOLADO
7387083,ALEXANDRE BRAMILI PERCEGONI,ALEXANDRE BRAMILI PERCEGONI,RUA CARDOSO DE MORAIS,61,SALA 506,BONSUCESSO,21032000,2260-5610,-22.8650153,-43.2547844,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7367481,ALEXANDRE CARLOS MAGNO,ALEXANDRE CARLOS MAGNO,RUA SILVA CARDOSO,125,SALA 417,BANGU,21810031,33372672,-22.8767734,-43.4635749,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7228007,ALEXANDRE FRANCISCO CRAVEIRO DE ALMEIDA,ALEXANDRE FRANCISCO CRAVEIRO DE ALMEIDA,ESTRADA DOS TRES RIOS,90,SALA 225,JACAREPAGUA,22755002,2133928566,-22.9254536,-43.3149842,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7367554,ALEXANDRE RACHID DE SOUZA,ALEXANDRE RACHID DE SOUZA - BARRA,AV. DAS AMERICAS,500,BLOCO 3 SALA 308,BARRA DA TIJUCA,22640100,2494-5233,-22.9998142,-43.3496509,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,10,SERVICO SOCIAL AUTONOMO,22,CONSULTORIO ISOLADO
7367546,ALEXANDRE RACHID DE SOUZA,ALEXANDRE RACHID DE SOUZA - TIJUCA,RUA SORIANO DE SOUZA,115,SALA 206,TIJUCA,20511180,2567-8632,-22.923607,-43.2353592,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,10,SERVICO SOCIAL AUTONOMO,22,CONSULTORIO ISOLADO
6227244,DR.LIMAS SMILE CENTER CLINICA ODONTOLOGICA LTDA,ALEXANDRO LIMA E ANDREA CLINICA ODONTOLOGICA,RUA VISCONDE DE PIRAJA,281,LOJA 202,IPANEMA,22410003,2125134016,-22.9842291,-43.2041497,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3336581,ALFRED LEMLE E ALEXANDRE P CARDOSO P ASSOCIADOS SC LTDA,ALFRED LEMLE E ALEXANDRE P CARDOSO P ASSOCIADOS,AV ATAULFO DE PAIVA,135,SALA 1518,LEBLON,22440901,(21)22597854,-22.9838357,-43.2173542,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6653901,ALICE MARIA LOUREIRO SERVICOS DE ODONTOLOGIA LTDA,ALICE MARIA ODONTOLOGIA,RUA VOLUTARIOS DA PATRIA,329,SALA 809,BOTAFOGO,22270000,2527-4746,-22.9551989,-43.1950956,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5495520,ALIVIAR CONSULTORIOS MEDICOS LTDA,ALIVIAR MEDICINA DA DOR,AV ARMANDO LOMBARDI,1000,BL 01 SL 248 E 249,BARRA DA TIJUCA,22621000,2130781448,-23.006141,-43.3148958,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6221335,ALK BONSUCESSO SERCICOS MEDICOS DE ONCOLOGIA E CIRURGIA LTDA,ALK BONSUCESSO SERCICOS MEDICOS DE ONCOLOGIA E CIRURGIA,RUA CARDOSO DE MORAIS,145,SALA 301,BONSUCESSO,21032000,2139778521,-22.8631572,-43.2541627,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
2819015,ALLELLO DIAGNOSTICO LABORATORIAL LTDA,ALLELLO,AV N SRA DE COPACABANA,794,SALA 401,COPACABANA,22050002,( 2)13816168,-22.9739827,-43.1889172,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6653928,ALLEVIARE CONSULTORIOS INTEGRADOS LTDA,ALLEVIARE CONSULTORIOS INTEGRADOS,AVENIDA RIO BRANCO,156,SALA 2325,CENTRO,20040003,2220.6071,-22.9059583,-43.1773198,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6951147,ALM REABILITACAO LTDA,ALM REABILITACAO,RUA PARANAPUAM,1515,SALA 310,TAUA,21910253,22605957,-22.7954685,-43.1828429,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7207298,ALOISIO PEREIRA DE MEDEIROS CLINICA MEDICA LTDA,ALOISIO PEREIRA DE MEDEIROS CLINICA MEDICA,RUA ALMIRANTE TAMANDARE,66,910,FLAMENGO,22210060,(21) 2285-6127,-22.9320868,-43.176745,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6166792,AMA ASSISTENCIA MEDICA ALTERNATIVA LTDA,AMA ASSISTENCIA MEDICA ALTERNATIVA,RUA RANGEL PESTANA,165,,BANGU,21820040,33323301,-22.8817096,-43.4674761,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,4,POLICLINICA
6120903,AMACLIN ODONTOLOGIA ESPECIALIZADA LTDA,AMACLIN ODONTOLOGIA,ESTRADA DOS TRES RIOS,200,,JACAREPAGUA,22755002,33420770,-22.9257954,-43.3151981,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3471314,AMACOR SERVICOS MEDICOS E EXAMES COMPLEMENTARES LTDA,AMACOR SERVICOS MEDICOS CAMPO GRANDE,RUA AUGUSTO DE VASCONCELOS,535,,CAMPO GRANDE,23050340,(21)24135466,-22.9067079,-43.5626889,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3471373,AMACOR SERVICOS MEDICOS E EXAMES COMPLEMENTARES LTDA,AMACOR SERVICOS MEDICOS CENTRO,RUA URUGUAIANA,10,SL 1906,CENTRO,20050090,(21)25078306,-22.9042382,-43.1799268,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3471381,AMACOR SERVICOS MEDICOS E EXAMES COMPLEMENTARES LTDA,AMACOR SERVICOS MEDICOS MEIER,RUA ARQUIAS CORDEIRO,324,SL 309,MEIER,20770000,(21)22014246,-22.901875,-43.2774393,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7311001,AMANDA APARECIDA DE OLIVEIRA SIQUEIRA,AMANDA APARECIDA DE OLIVEIRA SIQUEIRA,RUA DIAS DA CRUZ,147,,MEIER,20720010,83774562,-22.9026018,-43.2812587,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7315848,AMANDA NUNES DE SOUZA,AMANDA NUNES DE SOUZA,AVN ALFREDO BALTHAZAR DA SILVEIRA,580,SALA 104 E 105 D,RECREIO DOS BANDEIRANTES,22790710,21 24986772,-23.0107988,-43.4423273,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6123619,AMAURY MENDES JUNIOR-CLINICA GINECOLOGICA E TERP.SEX.LTDA,AMAURY MENDES JUNIOR-CLINICA GINECOLOGICA E TERP.SEX UAL,AVENIDA NOSSA SENHORA DE COPACABANA,807,SALA 604,COPACABANA,22050002,25473780,-22.9736584,-43.1884353,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3988120,AMBULATORIO DA PROVIDENCIA,AMBULATORIO DA PROVIDENCIA,RUA FRANCISCO EUGENIO,348,,SAO CRISTOVAO,20941120,21 22548361,-22.9082849,-43.2202093,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,11,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,4,POLICLINICA
6834051,AMBULATORIO SANTA SOPHIA LTDA,AMBULATORIO SANTA SOPHIA,AV BRASIL,19001,LOJA 11,IRAJA,21530001,38883832,-22.8305437,-43.3489484,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7230362,ASSISTENCIA MEDICA GUARATIBA LTDA,AMEG ASSISTENCIA MEDICA GUARATIBA,RUA AGUAS FORMOSAS,398,PARTE,GUARATIBA,23031000,21 33163141,-22.9650704,-43.611369,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,4,POLICLINICA
3339823,AMEP ASSISTENCIA MEDICA ESPECIALIZADA LTDA,AMEP ASSISTENCIA MEDICA ESPECIALIZADA,RUA ARAGUAIA,625,,FREGUESIA,22745270,(21)33921983,-22.9367865,-43.341554,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6496202,LAZAROFF BUCHNER & GONCALVES SERVICOS OFTALMOLOGICOS LTDA,AMERICAS OFTALMO CENTER,AVENIDA DAS AMERICAS,700,BL.08 LOJA 104D E,BARRA DA TIJUCA,22640100,24961161,-23.0038509,-43.3217863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2269465,AMERICLIN LTDA,AMERICLIN,RUA DO BISPO,114,,RIO COMPRIDO,20261064,(21)21114664,-22.9241935,-43.2121973,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,5,HOSPITAL GERAL
6831370,AMESS ASSISTENCIA MEDICA SAO SEBASTIAO LTDA,AMESS ASSISTENCIA MEDICA SAO SEBASTIAO,RUA DO ARROZ,83,PARTE,PENHA,21011070,25844497,-22.8197923,-43.2782071,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6832229,AMIG ASSOCIACAO MEDICA IGUATEMI LTDA,AMIG ASSOCIACAO MEDICA IGUATEM,RUA BARAO DE SAO FRANCISCO,322,SALA 303 / 304 / 403,VILA ISABEL,20541372,21 25772119,-22.9183878,-43.2509939,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5160251,ASSISTENCIA MEDICO PEDIATRICA DE URGENCIA LTDA,AMIU - JACAREPAGUA,ESTRADA DOS TRES RIOS,542,570,JACAREPAGUA,22745005,2104-0705,-22.9270248,-43.3179467,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
3008576,CASA DE SAUDE E ASSISTENCIA MEDICA INFANTIL DE URGENCIA LTDA,AMIU- BOTAFOGO,RUA MUNIZ BARRETO,535,,BOTAFOGO,22251090,21036464,-22.9459725,-43.1841817,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
5184932,AMO SERVICOS MEDICOS LTDA,AMO ULTRA SOM,PRACA DA FE,20,,BANGU,21810020,33310636,-22.8815762,-43.4652022,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3336247,AMOT ASSISTENCIA MEDICA ORTOPEDICA TRAUMATOLOGICA E FISIATR,AMOT ASSISTENCIA MEDICA ORTOPEDICA TRAUMATOLOGICA E FISIATR,RUA CONDE DE BONFIM,369,507 PARTE,TIJUCA,20520051,(21)25775853,-22.9247985,-43.233449,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3602605,AMR ASSISTENCIA MEDICA AO RENAL LTDA,AMR,RUA BOM PASTOR,295,PARTE HEMODIALISE,TIJUCA,20521060,(21)25693938,-22.9296076,-43.2319361,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6796095,AMUR ATENDIMENTOS MEDICOS DE URGENCIA LTDA,AMUR ATENDIMENTOS,RUA SOROCABA,477,SALA 1002,BOTAFOGO,22271110,25271290,-22.9540985,-43.1894147,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7069448,ANA BARBOSA & PATRICIA BALECH SERVICOS MEDICOS,ANA BARBOSA & PATRICIA BALECH SERVICOS MEDICOS,ESTRADA DOS TRES RIOS,90,SALAS 325 326 E 327,FREGUESIA (JACAREPAGUA),22755002,21 2436-0471,-22.9301516,-43.3224071,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6635008,ANA CRISTINA DA SILVA ALMEIDA,ANA CRISTINA DA SILVA ALMEIDA FISIOTERAPIA,RUA GENERAL ROCA,935,SALA 905 PARTE,TIJUCA,20511190,32346747,-22.923505,-43.2351274,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7379676,ANA CRISTINA DA SILVA PINTO,ANA CRISTINA DA SILVA PINTO,RUA CONDE DE BONFIM,375,SALA 407,TIJUCA,20520051,22880903,-22.9251658,-43.2337784,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7270283,ANA CRSITINA ENGELKE ABRANTES,ANA CRISTINA ENGELKE ABRANTES,RUA DIAS DA CRUZ,147,SALA 206,MEIER,20720010,36846116,-22.9026018,-43.2812587,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6335624,ANA LUISA DE BRITO MACDOWELL,ANA LUISA MACDOWELL - ENDOCLINOLOGISTA,RUA BARATA RIBEIRO,391,SALA 705,COPACABANA,22040001,2255-5896,-22.9685947,-43.185492,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7023596,ANA LUIZA AGUIAR MARQUES DE REZENDE DEMATOLOGISTA,ANA LUIZA AGUIAR MARQUES DE REZENDE DEMATOLOGISTA,RUA VISCONDE DE PIRAJA,550,SALAS 1204 E 1205,IPANEMA,22410003,2125292400,-22.9837647,-43.2134386,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7341830,ANA PAULA IGLESIAS GOMES DE MATTOS,ANA PAULA IGLESIAS GOMES DE MATTOS,RUA VIUVA DANTAS,214,SALA 302,CAMPO GRANDE,23052090,3394-4451,-22.9033139,-43.5570527,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6769365,ANA PAULA PEREIRA SANTOS ODONTOLOGICA MEDICA LTDA ME,ANA PAULA PEREIRA SANTOS ODONTOLOGICA MEDICA,ESTRADA DO PORTELA,99,SALA 919,MADUREIRA,21351050,24525971,-22.8726776,-43.3389441,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7291604,ANA PAULA TAVARES DE SOUZA,ANA PAULA TAVARES DE SOUZA,RUA DOUTOR PACHE DE FARIA,21,SALA 201,MEIER,20710020,21 32877728,-22.9036687,-43.2771509,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7292864,ANA VALERIA ASSISTENCIA MEDICA LTDA,ANA VALERIA ASSISTENCIA MEDICA,AVENIDA MERITI,2445,309,VILA DA PENHA,21211007,33516005,-22.8389258,-43.3114581,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7363230,ANA VALERIA DI PALMA CORDOVIL,ANA VALERIA DI PALMA CORDOVIL,PRACA SAENS PENA,45,GR 1103,TIJUCA,20520090,22840090,-22.9242678,-43.2319695,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3603393,ANATOMIA PATOLOGICA JORGE HENRIQUE LTDA,ANATOMIA PATOLOGICA JORGE HENRIQUE,RUA ALMIRANTE PEREIRA GUIMARAES,72,SALA 310,LEBLON,21853480,(21)22592643,-22.9840818,-43.2167741,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6635016,ANATOMICAL LAB ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA.,ANATOMICAL LAB,AVENIDA NOSSA SENHORA DE COPACABANA,680,1115,COPACABANA,22050001,22363574,-22.9708675,-43.1866895,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6668283,ANDE - NUCLEO DE ANSIEDADE E DEPRESSAO LTDA,ANDE - NUCLEO DE ANSIEDADE E DEPRESSAO,AV. DAS AMERICAS,3500,BLOCO 4 SALA 534,BARRA DA TIJUCA,22640102,25182534,-22.9996874,-43.3485302,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7316976,ANDRADE ZEQUE CLINICAS ASSOCIADAS LTDA,ANDRADE ZEQUE CLINICAS ASSOCIADAS,AVENIDA DAS AMERICAS,4200,BL 7 SALA 203B,BARRA DA TIJUCA,22640102,2131503264,-23.0010245,-43.3859292,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7339356,ANDRE COSTA LEITE,ANDRE COSTA LEITE,RUA MEXICO,31,APT 1101,CENTRO,20031141,2220 7323,-22.9115121,-43.1743601,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7250029,ANDRE VINICIUS MENDES BRANDAO,ANDRE VINICIUS MENDES BRANDAO,AVN ALFREDO BALTHAZAR DA SILVEIRA,580,SL 105 D,RECREIO DOS BANDEIRANTES,22790710,21 3413-0285,-23.0107988,-43.4423273,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7339461,ANDREA BRANCO PIZARRO FONSECA,ANDREA BRANCO PIZARRO FONSECA,RUA HILARIO DE GOUVEIA,66,SALA 211,COPACABANA,22040020,88858933,-22.9683691,-43.1838627,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7273010,ANDREA CANEIRO DE LIMA ROCHA FERNANDEZ POUSA,ANDREA CARNEIRO,AV. EVANDRO LINS E SILVA,840,SALA 409,BARRA DA TIJUCA,22631470,21782462,-23.0039667,-43.3260462,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7381883,ANDREA MORAIS DE MENESES,ANDREA MORAIS DE MENESES,ESTRADA DO PORTELA,99,SALA 720,MADUREIRA,21351901,24502292,-22.8726776,-43.3389441,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7158777,ANDREA PINHEIRO OLIVEIRA MATTOS,ANDREA PINHEIRO OLIVEIRA MATTOS,AV. ARMANDO LOMBARDI,800,SALA 222,BARRA DA TIJUCA,22640906,24921281,-23.0068889,-43.3133229,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7359705,ANGELA ESSINGER DE NORONHA,ANGELA ESSINGER DE NORONHA,RUA AFONSO PENA,19,,TIJUCA,20270242,25693105,-22.9202174,-43.2176277,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7310013,ANGELA MARIA COUTO VARGAS TEJADA,ANGELA MARIA COUTO VARGAS TEJADA,RUA SETE DE SETEMBRO,98,SL 1007,CENTRO,20050020,22426240,-22.9054805,-43.1784439,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6916473,ANGIO - CLINICA DRA ABINADER LTDA,ANGIO - CLINICA DRA ABINADER,RUA DR. PEREIRA DOS SANTOS,18,,TIJUCA,20520170,21- 3077-2121,-22.9254977,-43.2334094,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7222610,ANGIO CARE CLINICA VASCULAR LTDA,ANGIO CARE CLINICA VASCULAR,RUA CONDE DE BONFIM,112,LOJA A,TIJUCA,20520053,81277187,-22.9249341,-43.2250726,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7359640,ANGIO COPA CONSULTORIOS DE CIRURGIA VASCULARES E ANGIOLOGIA,ANGIO COPA CONSULTORIOS DE CIRURGIA VASCULARES E ANGIOLOGIA,RUA SERQUEIRA CAMPOS,43,SALA 902,COPACABANA,22031901,2236-2281,-22.9646697,-43.1906277,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
